1Z4GXXU7ZHVWFCD8TV52 ORCL.K
213800WRQK4NFAUQ4Q03 NA
MS3EH353583WSFYQKX90 NA
V82KK8NH1P0JS71FJC05 8053.T
V167QI9I69W364E2DY52 TJX
PCTXNQGRJVR3OG33JG65 TLS.AX
4469000001BFPONMPF32 NA
969500MMPQVHK671GT54 AIRP.PA
UQZ4EDMHL4ZESPZY3752 NA
988400E5HRVX81AYLM04 005490.KS
549300HTOMQG20JYV568 SYNN.S^A18
GLU7INWNWH88J9XBXD45 CTA_pa
549300VZCL1HTH4O4Y49 HNKG_p.DE
529900BOSCEEEMAFQJ29 GHC
ENYF8GB5SMQZ25S06U51 HAL
FGLT0EWZSUIRRITFOA30 EMR
IOG4E947OATN0KJYSD45 LVMH.PA
VH3R4HHBHH12O0EXZJ88 ROK
529900A9NX1TM65N4176 NA
5493005SL9HHOXS3B739 SCMN.S
353800NJOQJAY1ODEX72 8955.T
549300TRXM9Y6561AX39 6503.T
5493002CONDB4N2HKI23 PH
969500SHQITWXSIS7N89 URW.AS
549300LO13MQ9HYSTR83 ADM
353800ZCXKHDPY0N5218 9983.T
549300LRF8PWZNJ8BC94 NA
529900Y98W871EJDFU73 NA
25490033CKNJK62I9Z89 NA
5493003RZQYJM7QGNE15 NA
549300DO45GAL59Z5L07 NA
ZUNI8PYC725B6H8JU438 CMI
8156009E94ED54DE7C31 TRN.MI
5493008CF4GFRRX6DX57 NA
254900GE1G59KGWPHX32 6752.T
300300G0LCC0PRLYMN91 NA
549300CWRXC5EP004533 PROX.BR
5493004JXXFB454B6L79 NA
5493005GZE25VIBF4P73 LSMRx.L^E11
BUCRF72VH5RBN7X3VL35 ENI.MI
549300HFIB2GRUMDID72 7752.T
724500X1EIV52K3XNO30 NA
54930000W4NL8IYKJC67 NA
3538005O8WNU39U8NX03 6762.T
X57JK1U580XATGR67572 NA
YEH5ZCD6E441RHVHD759 BMWG.DE
529900PFO97GCN5SYB55 FHZN.S
549300EHF3IW1AR6U008 NOV
529900A76GOP0PGNHT63 9502.T
549300URVIMVNUT7QT37 IPRgb.PZ^A12
5493008H3828EMEXB082 ABI.BR
54930086LM4PIBY9PA50 TNB^E12
5H8RMHHYTWIP1RKLCE38 NA
WTV8QGD5UD7MMD4HS345 LING.DE^D19
549300KMHPUAQI8VEH90 9513.T
KDMDXRWU7UTJ30FC8R59 EMC^I16
549300TH5Q6VRP8OT012 ABEV3.SA
300300YGQJZMCFMU1894 NA
549300CRVT18MXX0AG93 NA
L2EVHWFHVAQK72TMH265 GP.N^L05
FR5LCKFTG8054YNNRU85 ABBV.K
ICE2EP6D98PQUILVRZ91 BDX
J5OIVXX3P24RJRW5CK77 BAX
JWBYHVQVMY66CVCOSO49 WPWRO.OB^L93
2138008M6MH9OZ6U2T68 CPG.L
5RGWIFLMGH3YS7KWI652 SYY
3003001C0RO724J15P08 NA
549300I04PB7X2824122 NXY.TO^C13
529900GQL5X8H7AO3T64 SPG
MR92GTD0MJTTTTQDVG45 NA
529900OAREIS0MOPTW25 MRCG.DE
988400HIXNKLSIY4ND32 NA
HO1QNWM0IXBZ0QSMMO20 RL
62QBXGPJ34PQ72Z12S66 AMGN.O
MINO79WLOO247M1IL051 AIR.PA
QEKMOTMBBKA8I816DO57 HD
969500PJMBSFHYC37989 ADP.PA
3SU7BEP7TH9YEQOZCS77 CNR.TO
52990093Z5OHD6T7BS47 GEBN.S
549300FGW43XR75F1O70 NA
549300LMMRSZZCZ8CL11 UNP
549300E5Y4M86FFRWP82 NA
335800ZJKU9GPQRE2U66 TCS.NS
F14FQJ2EEHW5VPYUHL14 DOFSQ.PK^D21
549300SULPFDEWWFVD15 NA
549300TVKZM22UUX5J37 NA
213800BZ6VW56K2S6677 JSH.SI^D21
2549001SP50468BWD892 SPOS.SI
254900JBO3NPO7NYTJ73 NA
8WDDFXB5T1Z6J0XC1L66 TGT
CWAJJ9DJ5Z7P057HV541 VFC
213800XCHYNRPAYGXW28 HKLD.SI
254900L5U36F2IV48917 NA
YR6K3WJN0KKLUPZSNL57 RTN^D20
529900TUCASM3W86E831 WSF.AX^F17
549300SQ859FBKRKSI77 SCW.AX^F17
3003001FINCSKKK8V466 NA
529900WHVV4GODE91T37 601727.SS
549300NCQQ9E4O5JX172 FCG.NZ
529900D6BF99LW9R2E68 SAPG.DE
529900NNUPAGGOMPXZ31 VOWG_p.DE
529900H0BLFJKPAYPC28 NA
529900RAZGQHX0VFTK05 NA
549300IM1QSBY4SLPM26 TEL.OL
529900AKKHCRC09DBC59 NA
D56MRZY2INAN94ZONZ37 NA
549300GX3ZBSQWUXY261 MDT
B8PTJH2P0AXSWSMP2136 SRCL.O
549300X54QEYZVDC8R04 NA
254900N4SLUMW4XUYY11 0700.HK
549300O45IUXEDS1VZ32 CNLPL.PK
SJ7XXD41SQU3ZNWUJ746 ES
54930080R72Y2Z31UR68 NSARO.PK
5493007DQBDL12FEDK63 NA
549300SHPFALUPKK2351 PUSNP.PK^C04
5493003IAYN5YDLS1728 NA
549300YGRJZJKXSMLV21 NA
5IDHQUFVC8Q2KIBBFF06 NA
549300DXHIJQMD5WFW18 AWK
300300SY4K5GYM6MIR88 NA
5493000KYXM5UD8IRI36 NA
5493002BPCYCMAXG9N95 NA
549300512MQVIWLOO713 CCT.TO^G15
PH5ZFDENRYXEVLP50443 NA
54930043FTE0M50CGG56 NA
S4BKK9OTCEWQ3YHPFM11 DHR
FWZ0S7MV0RY2YFK8HG09 PLL^H15
5493007QZDXTP1W2VL44 H.TO
353800TNNZOQ1CPZE086 3462.T
529900608W58250G7S08 D4D.SG^L05
300300CWW8WOEV3BR645 NA
353800FKNOC1V6FE8T28 9543.T
PY6ZZQWO2IZFZC3IOL08 AZN.L
549300DHPOF90OYYD780 5108.T
549300WTZWR07K8MNV44 GILD.O
549300C116EOWV835768 BHPB.L^A22
43Y7WACCQ8YM30PD3683 NA
549300QLDB6NIVNOYC65 NA
549300FMC7ABSCYLX778 NA
549300JD0S5IZJE9LY15 NA
NINLOILYRTLIMK26MZ18 NA
MJZFGXRJ52U8U4MKJ519 NA
213800L7HZMXLTISFT69 NTEA_p.L
21380072EMKFDZSTLD28 NA
213800VZL2QT3Q7NOP46 NA
2138009J99K1RG6E5925 NA
549300WSWTEW6DURBO45 NVE^L13
SGY07Y7FNYBNLM6Z1M11 PPWLO.PK
QB888G5GSVGE1LD1WV84 SIPFO.PK^F06
549300QNQWZO11QZZ529 NA
529900PM64WH8AF1E917 BASFn.DE
254900JN62P3FMEBPZ68 NA
L12DDBYMZIFS8F833276 NA
2NRSB4GOU9DD6CNW5R48 8031.T
KVIPTY4PULAPGC1VVD26 8058.T
213800OSGA6CJFZG6C32 NA
ODK4BXEBUFQMZUHQLM70 NA
549300TCAVDGRPDHPP74 NA
5493002F0SC4JTBU5137 SYK
549300S33SIOUGV2VM26 NA
549300SW9ZVCAW2QHF98 NA
QVLWEGTD2S8GJMO8D383 ATO
549300X3UK4GG3FNMO06 EDF.PA
5299001GRRO0Z25YZT52 KBX.DE
353800ND4ZKNZDYKMF33 8801.T
549300UYFI41EIQ10304 SHOI.PK^H09
213800EDPV6T4K835K83 NA
213800U43H56YKOIF596 NA
21380068P1DRHMJ8KU70 SHEL.L
549300WGW4LZEHEQNF02 NA
Z88M4EWU0NI3QVOOIZ80 WWY.N^J08
8YAK2VWYCZ8B120UOU20 NA
529900R27DL06UVNT076 MBGn.DE
OQSJ1DU9TAOC51A47K68 SBUX.O
5493006QKLIH7XVP2K64 BE0010621481.BR
549300I8CNSYS1OGX775 NA
549300S7GOEVR0EGFN47 NA
5493008DXEYO6JTJEB46 NA
DL22T1SB4DUBS063O841 WGLCO.PK^L19
549300FMXG4FL88R7K50 WGL^G18
969500JRJW0K2ET1UP76 NA
FU4LY2G4933NH2E1CP29 ADBE.O
H1J8DDZKZP6H7RWC0H53 QCOM.O
213800QX2L9L8MLTSS62 NA
25490002BUTSMP94GO68 0002.HK
5299006GJZSGP78B8S35 1113.HK
2549004ZFLZHK3QT6D40 NA
7D6DIU2QXTUJRFNNJA49 NA
353800DRBDH1LUTNAY26 7201.T
549300QV6SE8ZLTNWJ75 NA
254900UFL8O8QUMB4U54 NA
549300HXDWI0LATTX840 OGS
529900F2GBRPYPZFX003 NA
300300JVKW56SSAEQZ33 600585.SS
300300AY5BEBCYDR2F31 NA
300300C5000911000055 NA
549300XIVJCBIGMRUD48 0883.HK
3003002NJ625UNILOU94 NA
5299007GRIKP15GM4927 0135.HK
300300E5666CNTYEEF86 NA
894500PPZOND7C14KX69 NA
3C7474T6CDKPR9K6YT90 GE
2138007ZSQ7B17SKOX77 NA
213800HV93CKHDNCH948 NA
2138004MG82FY7I6RD42 NA
529900X2VMAQT2PE0V24 RIO.AX
213800YOEO5OQ72G2R82 RIO.L
549300SP2X2BS1KERD24 NA
549300LQ6K2ED6X72X66 NA
875500I0GGCIJKVIB444 NA
5493008AAX0BESN9WN06 BPOST.BR
J48DJYXDTLHM30UMYI18 8001.T
213800YZZX39WY5G7M06 NA
213800UXXZJKOHL6S818 NA
549300CGU7TX0W29IM37 NA
549300T6IPOCDWLKC615 6501.T
300300DDK158VYVJ7B73 NA
5299005F1HCVF4M4QN79 4307.T
254900Z8HM1VEPOQ2G79 0001.HK
5299005U11RQ1C27MR12 1038.HK
254900JOWYUW1ZX4DF47 0006.HK
7245002R31EKBDW59H93 NA
549300M3VH1A3ER1TB49 ESLX.PA
549300I1NMOBS4B1LT88 LUX.MI^C19
549300ZNLJL43AQTG067 NA
VGRQXHF3J8VDLUA7XE92 IBM
30030036R4MYD8C7OU44 NA
300300HV00GRAGYK4217 NA
549300Z6X8Q2DWUW1V74 NA
B6Q2VFHD1797Q7NZ3E43 NA
549300K5H14MP7CO9857 NA
549300P7ZYCQJ36CCS16 7267.T
88V8C2WYSOD1SPSSLH72 BGLEP.PK^F16
8945002PAZHZLBGKGF02 LIN
8RS0AKOLN987042F2V04 NA
5493006FBVCBN6H1JG79 TFCFA.O^C19
549300GZKULIZ0WOW665 DIS
54930073HKEO6GZBSS03 NA
254900P7BETXGC7YU827 0003.HK
254900PG0ZMNII4FRG65 NA
529900P4JZBFEVNEAE60 EVNV.VI
549300W1ISP1PW2J2P64 NA
RCGZFPDMRW58VJ54VR07 CRM
549300VRGQACQGITMW13 NA
549300PNSLJN4LMXCB34 CTPPO.PK
1128SIJQ26096WL7IO82 NA
1VWDHRIRERCQ5D5M5681 HAR^C17
D01LMJZU09ULLNCY6Z23 UPS
1T2XGWDXQ30WC74GIJ96 NA
353800R2LRSMVVC4I806 6098.T
549300D8AVGZ5P5HWU88 NA
549300H5GUKWH3CAB355 NA
529900MUHCX60Q4RYE54 NA
5493006QY0E0EST2ZX08 VSM^J19
635400HRFGVKXFHZ8O77 NA
5299006UDSEJCTTEJS30 VERB.VI
A89MY1K3YLIGJMYWVX50 ELB.N^L03
969500X711HT6Q60P382 NA
549300ILTEOF3E3QY357 WTRG.K
549300I05UDK72UDVW21 NA
2549003XJKIQO8YDYD89 STEL.SI
P2PV5Z2Z2UKRY3P3V155 CAM^D16
529900IKZG65COT1D505 NA
5493000HZTVUYLO1D793 GSK.L
3538004IOK08PDY6I723 7259.T
529900O015GLGIMHV534 NA
5967007LIEEXZX8ZW078 NA
529900JH1GSC035SSP77 7751.T
213800XTZK2GOHQTYK41 TME
529900F0LT5OP4SV6122 NA
724500TXS5HH3GY4UW42 NA
549300BFOD6TDMVV4O24 NA
HQD377W2YR662HK5JX27 ABT
353800VHQU5VIXVUA841 9432.T
353800TVPXCGWDZIIU09 9437.T^L20
3538007PR116187GD960 NA
SYHS7HRDXLL4I0IQ8776 CXO^A21
529900L2VNLKD4UQS449 NA
635400D9M4MSMFAZ8A48 NA
529900OOXML0YNVAU562 ELFP.PA^D10
529900S21EQ1BO4ESM68 TTEF.PA
959800T4M5QUPYMSCH69 NA
549300K23JPL0SS3LB18 SE.N^K05
52990037G8JRM3TWGY86 3382.T
213800YCEK6U45JCLH18 NA
9845002055U77FF6B972 MISC.KL
52990000AKKX75BMWB43 NA
549300B6HWYEE57O8J84 SKFb.ST
549300KZOZHII0DGF611 0019.HK
E26EDV109X6EEPBKVH76 CNA.L
H1FJE8H61JGM1JSGM897 PHG.AS
3E70L4WYANTIWWIPHC81 DELL.O^J13
969500MCOONR8990S771 ORAN.PA
969500MOCLNQFNZN0D63 BOUY.PA
3S1GHB0TEH85KX44SB51 NA
OOVRSRHKQSBLKRB7QM17 NA
5BANEF6PGSEK0SNMQF44 NA
OL6FE7QD5EQ3DOYEO258 SPS.N^H97
LGJNMI9GH8XIDG5RCM61 XEL.O
5299009MXFL34SA71416 8267.T
6113F6JQLWIUGTBN1L36 DXC
XCJQ23OWIJNLHN7RQC93 NA
213800FSR9RNDUOTXO25 TELIA.ST
21380048U1WVXOMEPA24 NA
8156008DEC771409C487 ATL.MI
815600149448CEB9B230 NA
41BNNE1AFPNAZELZ6K07 AMAT.O
549300HFZIZDJWB7AK60 AIA.NZ
549300V6WCI7PG4YZJ06 NA
724500R5IP6TFKTNRU48 NA
724500YXD2GHUYU76E05 NA
549300561UZND4C7B569 TRI.TO
2138002P5RNKC5W2JZ46 TSCO.L
QNWEWQBS7HP85QHXQL92 WOW.AX
0XOOAY5P5J7Q734SEC89 PCP^B16
549300OPROMBN0FGNC34 NA
549300ECJZDA7203MK64 NA
549300SR1GYYNBZQGX56 NA
5493006V4P89O0OPVJ20 NA
54930063VLGV6NBD9631 NA
549300KI75VYLLMSK856 SSE.L
549300V9BHF8BRYT1J62 NA
FN7P4E7K9JOBORDEUX61 NA
H5XIMROS3PFX9BNKY293 NA
IITLLQEWVF9O8A7S8169 KSE^H07
549300XN8GZY5U5O1B96 NA
VAI0KZ806W8MCH0BCZ61 NRGSO.PK^L09
5XJXCCYG4SDKFJ5WLB02 NA
5493002056RJYYXBDS37 NA
FPCHGTHKVH9ZWXS7S453 NA
6S9CGO00CJ130HPIHU97 NA
5Q3U0WRKWZZGRMPYFT08 NA
8R95QZMKZLJX5Q2XR704 NG.L
MOM4570XTJ5YYX7JKH83 NA
549300DTVRGN9GYD5U85 NEWEN.PK
3T97Y9RR5EN5Y18QHB56 NMK_pb
9NHEHR1SOZCYXDO8HO28 XRAY.O
5493003YS11LO8YYTJ56 NA
549300DSU5XJN9OS5G32 NA
549300U1YJ7NLDDENN80 VVC^B19
549300HR3FCQ576PYG34 NA
GYVOE5EZ4GDAVTU4CQ61 ADI.O
969500KMUQ2B6CBAF162 DANO.PA
549300UGKOFV2IWJJG27 TRP.TO
5BV01I6231JPDAPMGH09 TCA_py.TO^C14
213800ZVIELEA55JMJ32 DGE.L
YDHER8SKF7V7YW8KZB55 NA
VZFZPMWDHTQCFKYOBP05 CEDNM.PK^E12
54930033SBW53OO8T749 ED
26RM8T263FMD21834H79 NA
549300NEXTSZ9YJIQU82 NA
35380065QWQ4U2V3PA33 5401.T
72ZZ1XRHOOU9P9X16K08 NA
2549009FXMW0NEPWK607 0013.HK^F15
5493008XVFHYYV0YHN70 NA
529900S5R9YHJHYKKG94 CEZP.PR
2549009LDZ8P9BR6OS87 DOT.AX^F17
RI37BMPWE56BCJ747E14 DNB^B19
CQ7WZ4NOFWT7FAE6Q943 FLR
988400IES4EIG7O06940 051910.KS
254900XBG17MF5UNCY48 NA
HHWAT5TDOYZMM26KKQ73 SNA
DUUQRHMZJHDHMTO33218 NA
2S72QS2UO2OESLG6Y829 VZ
549300AI1MM5VBF43K58 SNI.O^C18
549300MQYQ9Y065XPR71 FTS.TO
5QK37QC7NWOJ8D7WVQ45 IBE.MC
5493008OMPK1ISVMM363 NA
213800L4XO9MF5WVMO39 NA
21380085VKJ5NICZBA52 SPW.L^F07
213800Z8E41VG2MEKQ11 NA
213800V3K259FGE7VX47 NA
2138009ZFBGRSP57KS35 NA
21380066GRV5QOWJZC71 NA
213800AO46DEHYP2FR23 NA
549300R3N69ECGYPU434 SIKA.S
549300OF70FSEUQBT254 BXP
BVHHEFJI6SHNOKQT2572 NA
30030004CM3GSZXX7O56 2317.TW
549300EEJH4FEPDBBR25 TEF.MC
549300JGHL56QT00KT54 KIMBERA.MX
549300AO4NFQPL3JBB37 NA
F58I6BK23LKYT8F1SB71 OCESP.PK
254900BJJ12X7PJT5072 NA
5493003DTPH8AMMK4P51 NA
S0HSY8RPCOXGPEMLDB60 NA
TTMIG9TE1S0X3ZPDHD61 NA
529900PPFC4A1KRQ2S64 AST.AX^B22
MWIUSDMN17TCR56VW396 NA
I1BZKREC126H0VB1BL91 DUK
6URPHM2EAWGJ2C6ISB97 CIN_pb^E06
8DFCA0P2BKMHOESX4E68 NA
L6KC0HABGHNFU1Z6QY21 CINUP.PK^H09
DPRBOZP0K5RM2YE8UU08 LMT
549300BJRHJVYNUMQZ30 WIPSI.PK^K15
0NZWDMRCE180888QQE14 NA
AI8GXW8LG5WK7E9UD086 ABC
378900B07CD6F01EA796 NA
W9NG6WMZIYEU8VEDOG48 ORSTED.CO
549300IUTGTP6EJP8124 LDOS.K
5493006I78VIN6J1BQ95 SEAP.PK^J06
549300S3IZB5P35KNV16 JWN
724500LTUWK3JQG63903 NA
549300JQQA6MQ4OJP259 MKC
ILUL7B6Z54MRYCF6H308 D
CQKUMNNZVDJLRYV2PT43 VEL_pe^J14
5493003L32ZX9557ST85 WES.AX
XWTZDRYZPBUHIQBKDB46 EOG
254900H0UGFCQY30PH44 NA
549300TOZZAZEYKSZA49 NUI.N^L04
549300ZW53G2TUFW5T39 GAS^G16
AENKIFMULUAWOUU8Q584 WELPP.PK
549300Z40J86GGSTL398 T
549300ULXG2SD13I2S89 NA
98TPTUM4IVMFCZBCUR27 ENB.TO
549300I7CU6YE54FMU33 NA
3157004ICDH3MRKW7534 SPTT.PR^B22
5493008KEVFYPMGTXO33 KOFUBL.MX
UMI46YPGBLUE4VGNNT48 NA
549300WZWOM80UCFSF54 MCK
529900JSFZ4TS59HKD79 EBKG.DE
549300MMVL80RTBP3O28 SOLB.BR
549300YECS8HKCIMMB67 ASSAb.ST
549300OX0Q38NLSKPB49 AGR
I7NO6FZO5GUCG585T325 KEX
2138009YX5W5DK2G3106 ATI.N^F99
213800TB53ELEUKM7Q61 VOD.L
213800AU61ZBFKE8SW16 NA
969500A1YF1XUYYXS284 SCHN.PA
549300J4U55H3WP1XT59 BAYGn.DE
54930050NR9YMICYZM28 NA
1ELKY8G44MKGCQWG6864 DAYPO.PK^J16
549300XQ6S1GYKGBL205 JCI
3T0IJ5FZFENH4BUK1P17 NA
529900896ODARUEY2V26 0392.HK
529900TH4OAW7WYG1777 NA
5299006LO74A8XKRK989 NA
5967007LIEEXZXGK9K77 NA
2P2YLDVPES3BXQ1FRB91 ZBH
529900DU2YW1NO5RMU78 ADVANC.BK
988400SAX0Q74FRA9981 139480.KS
549300BAFGM4RC74ZJ94 TEVA.TA
54930026IM64X3OMSG59 NA
254900SNFPTSDGGVEK77 TLMM.KL
261700Y3D3HS19DX3O19 NA
353800YEPK9PD7QO3449 6753.T
54930081UO4XWCEVU407 NA
213800AUWICF8C8Z8Q68 NA
549300U02ZVT5SS1W359 NA
AJOW550HA7E8YNKF5D89 NA
529900R5WX9N2OI2N910 6758.T
549300S1MP1NFDIKT460 ELI.BR
254900MG3CVG2UDUK237 ECI.TO^J18
2549001KZ6C4TYXIJW27 NA
0O4KBQCJZX82UKGCBV73 ABX.TO
5493000FNR3UCEAONM59 AMXL.MX
JOR7RJTXUXBRJ4UA5G70 CCL.AX^E21
WOCMU6HCI0OJWNPRZS33 ENEI.MI
QKQ43I6KFB8KSER22F66 POT.TO^A18
549300QFJUB3UGEBUI68 TELMEXL.MX^L12
529900L7W7BWDLVZL253 4904.TW
3538000246DHJLRTUZ24 6702.T
254900B5ACVOJC6VNM71 0494.HK^E20
529900011V8VJ3BUKR64 NA
529900GB7KCA94ACC940 RWEG.DE
549300IGLYTZUK3PVP70 WEC
CCU46N3GJMF4OK4N7U60 CAH
KFFV4ZWM9DJH1ND3BD89 BRCM.O^B16
529900JGEOQMCDYOK785 WWGG.F
529900KKY5IMBX35M241 NA
549300LHK07F2CHV4X31 ELE.MC
549300D7N93SC2UZ5R10 NA
254900I8KYDELP4B4Z08 ELET6.SA
PRAQ4VOSFIK7OQ8Z2512 NA
254900SMTWBX7RU2SR20 VALE3.SA
635400RKRK5EGXSPC782 NA
52990018UPG26YRFSM46 MANG.DE^I21
549300IY9AYN7EIYKB09 NA
549300VH4MUMYIT6HH52 NA
969500TJLHIZLFRWEQ48 NA
969500XXRPGD7HCAFA90 LEGD.PA
969500FO141C5967KC72 NA
213800OU3FQKGM4M2U23 ENAG.MC
5493009HMD0C90GUV498 REE.MC
54930070W8XSY31XK130 NA
5299001L12PHYVQ92465 1972.HK
8156002278562044AF79 SRG.MI
213800VIN4XHLVFIOE10 NA
213800FKA5MF17RJKT63 BATS.L
CKDHZ2X64EEBQCSP7013 FMC
529900J4X53VL8QQW675 601808.SS
5493009ML300G373MZ12 LNT.O
JZGA4Z7N0BQVZ44QVC53 NA
EF9UQIIO4KY2BWOK3P26 IPLDP.O^L21
549300T2R1ZBGV1UVE31 NA
51M0QTTNCGUN7KFCFZ59 CMCSA.O
529900AGED6PJE9AVL37 NA
529900AJTHH582JP6S77 NA
OQQR1IQTGBKH0UR88X59 NA
W8J5WZB5IY3K0NDQT671 BIIB.O
549300LI6XZ51GOCJ427 NA
549300S8SEQBOJLKHW63 HSLPP.PK^H09
